"68.30000","5.69312","1.83813"
"68.40000","5.70167","1.83991"
"68.50000","5.71021","1.83932"
"68.60000","5.71812","1.84216"
"68.70000","5.72646","1.84269"
"68.80000","5.73479","1.84570"
"68.90000","5.74292","1.84636"
"69.00000","5.75125","1.84769"
"69.10000","5.75958","1.85043"
"69.20000","5.76792","1.85011"
"69.30000","5.77646","1.85213"
"69.40000","5.78479","1.85292"
"69.50000","5.79312","1.85590"
"69.60000","5.80125","1.85671"
"69.70000","5.80958","1.85837"
"69.80000","5.81812","1.86034"
"69.90000","5.82646","1.86175"
"70.00000","5.83479","1.86385"
"70.10000","5.84312","1.86453"
"70.20000","5.85146","1.86679"
"70.30000","5.85979","1.86832"
"70.40000","5.86812","1.87060"
"70.50000","5.87646","1.87150"
"70.60000","5.88479","1.87228"
"70.70000","5.89292","1.87228"
"70.80000","5.90125","1.87466"
"70.90000","5.90979","1.87645"
"71.00000","5.91833","1.87847"
"71.10000","5.92646","1.87910"
"71.20000","5.93458","1.88037"
"71.30000","5.94271","1.88214"
"71.40000","5.95104","1.88384"
"71.50000","5.95979","1.88420"
"71.60000","5.96812","1.88676"
"71.70000","5.97646","1.88854"
"71.80000","5.98458","1.88998"
"71.90000","5.99292","1.89091"
"72.00000","6.00146","1.89243"
"72.10000","6.00979","1.89467"
"72.20000","6.01792","1.89577"
"72.30000","6.02625","1.89804"
"72.40000","6.03479","1.89863"
"72.50000","6.04333","1.90112"
"72.60000","6.05146","1.90242"
"72.70000","6.05958","1.90368"
"72.80000","6.06792","1.90435"
"72.90000","6.07646","1.90585"
"73.00000","6.08500","1.90820"
"73.10000","6.09312","1.90947"
"73.20000","6.10125","1.91050"
"73.30000","6.10958","1.91204"
"73.40000","6.11833","1.91307"
"73.50000","6.12687","1.91544"
"73.60000","6.13500","1.91475"
"73.70000","6.14292","1.91683"
"73.80000","6.15104","1.91726"
